region,rainfall_mm,temperature_c,humidity_pct,river_level_m,snow_melt_mm,prev_day_rain,risk_level,risk_label
Kyzylorda,45.45858786682989,7.657717468781353,69.67268721741664,3.1634873581535943,16.294067130789518,13.004896474513208,1,Medium
Oskemen,54.8400263138014,33.029998579202676,94.29282296119064,0.839368917641659,47.70211325390429,27.961824093551844,2,High
Semey,72.4749446487015,-4.0084748119856375,80.86834756115965,2.1343153118901013,6.093975089069181,25.257690381639087,1,Medium
Petropavl,60.27460169550362,-5.403271165410786,63.748771278010096,0.6138266171512017,0.9137534861753116,63.30903352983087,1,Medium
Almaty,64.78327645354041,19.641146579334958,34.42463483382225,4.860628291865154,45.20676762890953,54.44485329110702,3,Critical
Almaty,58.362897839472936,32.42740136359678,56.6878354811072,1.2938992690843163,3.432433307393612,23.96450556919178,0,Low
Oskemen,49.074621250259185,26.399755773634766,64.86995706900942,7.04764545522287,49.59445979737458,36.61950537329707,3,Critical
Kostanay,92.62583767178941,-6.5612413252876856,89.11692645880082,4.423572655228739,47.5698430989553,7.644728316666818,3,Critical
Petropavl,1.464368678165342,2.571547127062237,58.506670122853194,5.747674317940313,6.851045501816033,71.85171558560806,1,Medium
Oskemen,71.81312414462724,31.864349817702063,91.81397381423653,3.5814281888037236,26.87923128462829,74.83398595588272,3,Critical
Karaganda,67.86100167875686,1.387629476035304,73.94791832187751,4.704348567507865,9.246014873357217,78.38428283047504,2,High
Aktau,85.94148896795426,25.152669070411363,30.959925044293712,7.569943827249729,21.407758651505993,69.48422646286701,3,Critical
Oskemen,71.88352377327918,27.130948816791673,99.59850954600743,1.1205052971775307,3.071256462991634,13.916871015698042,1,Medium
Shymkent,99.2158593370894,12.29534465574418,62.17861286031301,2.404533289427721,11.196229389829476,3.695718656130307,1,Medium
Semey,115.08897534768333,7.3857009431741965,51.34866371272631,6.349912451829082,18.163639819944976,46.36773819301392,3,Critical
Pavlodar,41.10291086142521,10.255599458889183,72.72910115756213,1.2405290516199938,21.932375012302742,73.00840215064883,1,Medium
Taraz,27.28211796359844,0.2134112464413871,28.711465118483126,1.0674582792808314,48.87481291044466,14.188108932779429,1,Medium
Kostanay,50.83162349045794,30.02259122579799,70.92309174026835,3.2115604906552893,40.39328228419906,0.5634331699313488,2,High
Oskemen,34.55155397708714,10.277884552839105,59.85888003994184,1.1912596885432423,36.87049721559731,64.43968368257954,2,High
Petropavl,73.79403157831854,29.71067482052449,52.53392559988665,4.888088316546523,26.852065737098712,6.14365474293872,2,High
Aktobe,109.42228906115577,-5.243793404217666,96.24160169431194,2.1970643811244988,41.99988803021717,33.096482552802435,2,High
Almaty,16.693943297167422,34.47238719500591,61.80317733856426,7.217734723995292,16.966141782785556,54.3109869751028,2,High
Shymkent,12.095352361906379,9.94728893496282,37.52939835759507,6.3762506063394255,35.4449556386658,18.94380683649441,2,High
Atyrau,30.721863822439467,-7.847613082265254,56.71707835018389,5.747789045746071,49.689198768908604,6.717005075738136,2,High
Kyzylorda,87.13147032748809,-8.289016829314528,93.55099236581381,5.1270802053837645,15.73144544675994,61.601698276466294,3,Critical
Taraz,71.1555486310586,23.57932658668274,34.08763770644757,6.975992977560975,33.70087674419837,50.41400679096331,3,Critical
Taldykorgan,12.265519707023952,19.656599039165634,37.11656309505895,2.1729654615706764,42.21574320761912,79.07923875894438,1,Medium
Kostanay,110.25006267128958,26.095875115741435,21.0423654205667,7.048316320731707,45.790379167533615,27.544642665596744,3,Critical
Pavlodar,94.8101564548904,-5.258460972123732,21.135203951661374,6.421192238180392,35.89663454700509,4.940990903215976,3,Critical
Taraz,2.7627125745165015,-8.399310983400325,86.351330156681,6.1112061979076415,14.180396170856813,58.74800282682366,2,High
Oskemen,78.16406531858954,12.886068025141032,78.56980854743647,4.709417585561931,16.314107578447324,41.73867350825965,3,Critical
Karaganda,92.54960022236855,7.441785416724628,48.40328451615666,2.3468312072795006,1.0379016061982105,17.056314511130807,1,Medium
Almaty,44.93224436645064,10.78761215019301,75.86489257820583,3.6766093699392224,38.044298883575486,62.53831912038075,2,High
Petropavl,8.270584724066254,34.62147839916233,51.61647410479762,6.451779909041012,2.1369803030975687,16.3004388679955,1,Medium
Almaty,9.27852785865447,33.68374809518016,96.2317436798262,0.7383386326799333,43.232617730137285,20.852932386634926,1,Medium
Atyrau,12.50963592621714,32.404192535293674,97.36421451408279,6.365380769478187,5.93303072372694,7.402284349337531,1,Medium
Karaganda,100.85275583765075,25.27292045454532,51.42350206474747,2.3005305536567486,8.593825606796212,31.954582322468355,1,Medium
Kyzylorda,109.28234379068557,5.967861211560068,88.33775250726944,1.5823190054120226,23.826323541611867,33.51433791499352,2,High
Petropavl,14.737293821488056,8.545891861824721,81.84712333579729,1.3677598863522662,36.894020758437115,41.16494322786387,1,Medium
Semey,28.30872415140974,14.732721967351601,44.799994973743146,0.7043750896311134,6.950110259953885,56.717141369902194,0,Low
Astana,19.862461244074773,27.374050538217794,38.563186312088476,4.426898639160896,22.003553753324923,72.48807429443406,2,High
Shymkent,22.358505539294484,-6.907922536677951,56.65877203142671,2.136949045202971,24.14256372050524,11.01872791102469,0,Low
Almaty,100.49889468029905,9.093359864819966,82.5079072491525,7.920738243347237,10.614282083429567,4.347847867892565,2,High
Aktobe,39.85756951859267,-6.282205144332909,96.81342277829964,4.808275669041543,5.777918834031587,1.4824986875466628,2,High
Almaty,37.37331168547694,13.159591395808022,81.0863255093258,1.5341395201700783,41.821046149281976,11.4897102455053,1,Medium
Taraz,27.287474505253513,30.45053708028059,88.4165588014696,5.66571905608524,25.123282488138276,52.635958862530074,2,High
Almaty,72.94732725531104,25.211821605377203,68.24514449364132,7.23307674882294,0.7190617992076487,58.19816623971973,3,Critical
Kostanay,45.51668380626586,0.25290878943994777,86.83262646737008,6.088846215272108,40.14906506545519,62.92045708224977,3,Critical
Almaty,89.30995822119466,33.91958823194566,82.75366864027342,1.0732989577958576,49.03969027072924,19.496656952347415,2,High
Astana,24.669577005076498,20.030767912089278,50.15884335410241,7.219131358944947,30.296309770712366,24.47158506092159,2,High
Astana,94.53478664573909,-9.530753527116861,64.15922416965769,6.454470393949736,25.185419354203535,38.650771645239956,3,Critical
Kyzylorda,72.44658380761668,1.4936068108348781,84.38024975917558,1.6872792507921077,43.92079315224808,5.05464774881812,2,High
Pavlodar,13.71207600668253,1.7320984963962438,23.68453873519651,0.8883941654961265,47.62583948422993,48.891321856899694,1,Medium
Semey,49.74055010443532,-6.883556217136303,84.6463425884664,4.679829314857313,37.726845795123026,78.69880269406062,3,Critical
Aktobe,103.62217687355484,33.19219331341681,34.23104992392187,1.670268585049827,22.272646486714393,28.864504910240207,1,Medium
Almaty,110.75522781581819,11.52148825591657,61.17468936971512,6.75943214446454,29.611069966572025,60.22779800731072,3,Critical
Almaty,55.884014678257586,30.31165688173469,84.66203516447501,3.187509925037553,35.04676825089996,40.002713245568636,2,High
Shymkent,57.700437370688825,4.499697655008276,40.30568625253559,7.346693335524315,9.713678550090071,10.224947548830619,2,High
Petropavl,110.21456699271613,-4.36448933052278,39.66459514449224,4.742661291057543,22.360051610821902,46.578995904206906,3,Critical
Astana,70.44818689638807,11.345124945779624,52.22115187698015,1.870042881797511,41.49106323586425,23.989941475525196,2,High
Aktobe,3.9416004292126017,-4.871951437855728,91.57142380621076,1.5469915051985006,32.73626742492215,2.7522566762766587,1,Medium
Kyzylorda,109.52993554549546,11.870697633989298,20.03542251497663,4.823543281683154,20.560203360592705,50.7943784094195,3,Critical
Atyrau,29.78717313085823,31.413373154873348,92.11064773135479,6.214127088968329,33.16812670073407,68.71458794597821,3,Critical
Pavlodar,69.31583449098567,13.434566382539572,32.304561971328624,6.361292358066366,5.911120603622994,27.581581351989932,2,High
Semey,19.861598091356857,17.742487710278755,99.20691008539856,2.5681805333096097,20.074880528243817,31.22364377702164,1,Medium
Karaganda,4.065499229591398,-2.9512703361786263,96.38775944307744,2.031850691841256,39.656426898152816,71.28173463737693,1,Medium
Semey,37.37678053593089,-8.031896835401373,59.57401516730266,0.6256722836928681,11.0254393568324,65.08870506938847,1,Medium
Kostanay,93.65948490553052,-5.013641701908683,61.01761982501025,5.59399363400877,9.298075377870884,57.19622588414217,2,High
Taraz,33.310460715530176,16.933920905796455,58.523947222068344,1.0742619382515424,47.54093299582157,19.90376510025183,1,Medium
Kostanay,26.41166568973165,-5.7244735453462905,70.83549165276182,3.6557090132444436,10.494881479311536,72.81733239733155,1,Medium
Almaty,25.521694120947153,6.919680047359012,27.25773617879448,5.012616230137221,13.045928982508403,12.35326060313704,1,Medium
Taldykorgan,61.82084188881751,14.75413732061702,22.60943586732532,7.5283170868975775,48.480796945216895,50.141641553377745,3,Critical
Pavlodar,117.06495788193075,7.489375938343116,24.616234273271907,2.838516027168265,36.735428513251286,2.304094443721496,2,High
Taraz,55.07867856204157,-2.634228934061433,55.54922793932115,2.373291218348898,34.97982665117641,51.49758450599567,2,High
Aktobe,66.87664426680574,2.3206088381347936,42.04383513755867,5.4062011571457385,42.64631919272907,22.171548149868787,3,Critical
Karaganda,103.27584214688808,31.774288978185965,69.7631649896795,5.144292740401863,5.791154111839713,35.9741581746976,2,High
Astana,64.20836627203903,20.41920240138599,99.39538314998232,2.990823374810934,35.29781182900036,27.62116416456425,3,Critical
Pavlodar,22.13554457026273,12.322152740594895,50.905853846117274,7.460763766323399,25.184430466411946,13.820540499696792,2,High
Pavlodar,35.95150941197724,-9.427829950589791,65.90730032836106,6.836467456172246,41.457532014207,49.75846320750993,3,Critical
Kostanay,37.19243115223331,34.658693022026156,53.24831167258684,2.179869093988109,25.407085933259715,70.5580444112486,1,Medium
Taldykorgan,47.67817385491175,20.215472070258947,87.78173341774875,2.2935690907589237,31.012067713445607,76.72673938259227,2,High
Almaty,51.214668640409926,4.261511480522522,92.17891227697905,4.3422526016531044,23.887106319976798,15.387709052313205,2,High
Oskemen,95.97384264891232,29.567089699902716,90.1884489764208,6.301790762980403,23.907946177792205,57.38982192503787,3,Critical
Kyzylorda,41.92643988591996,1.6294229131318136,97.94977909434061,0.8303028454134829,38.39849890309158,53.14714932845458,2,High
Kostanay,56.187819412965524,14.480746063223823,22.201534811233223,5.7000136530103,31.42832003236416,27.470223165965805,2,High
Pavlodar,74.99711844612628,18.62318436784213,87.18529297164248,5.361769230365727,31.66316008047052,1.527935948298067,3,Critical
Aktau,45.32711369282032,-0.05214828458221987,80.14177384312745,2.236100719347412,22.51412419157629,55.18329978502929,1,Medium
Shymkent,100.38777759507995,34.027877546026815,38.29555275202918,5.610147599310116,26.55547481687638,75.63958884476001,3,Critical
Karaganda,70.49443250808892,23.668635769054887,96.50560747100221,7.55137393439062,37.28588331023936,50.56960975325211,3,Critical
Kyzylorda,35.28536150651659,15.101595147998147,31.854234258395635,0.850893837288264,41.29704595559591,34.823417935010724,1,Medium
Kostanay,85.68710397477939,-1.8732430821114612,74.36399417071267,2.897390414690469,34.82807010720231,42.01231152893027,3,Critical
Karaganda,63.3177276173743,-7.576380685088824,37.991217345273,3.7863253749976646,46.20364944228415,15.970304612793402,2,High
Shymkent,64.13470695086963,4.4026924634442555,54.510451901925975,7.244452691935172,41.01620440736005,60.043533100299,3,Critical
Atyrau,57.730553806510315,23.893430116103126,77.53279175556551,7.716960849568675,28.093189490475922,59.71358640078792,3,Critical
Shymkent,59.64143385854988,2.119908423591127,65.06597136264374,3.830864348722492,33.57030363218684,11.641384030993995,2,High
Taldykorgan,91.84275372794887,14.280029922297729,54.200146506248934,6.125213091066434,46.3154138460598,70.23827059997272,3,Critical
Shymkent,12.357777519757862,22.757622952883445,46.10707447455898,4.487457678233622,30.95840221215292,21.53517915786442,1,Medium
Karaganda,40.12353735725786,-5.142532840909104,87.17277245670323,4.533372010560324,41.24034739899153,78.5804848749292,3,Critical
Semey,9.060403656466708,20.838410725214302,31.505148025185097,2.585746362997673,34.44052517949935,30.632241122979664,1,Medium
Karaganda,90.3895464896941,-5.865810053047989,54.408230122384005,2.127171843979096,27.596818053023327,14.230724698759971,1,Medium
Oskemen,32.67622256643593,33.430838395714844,92.30060574201137,2.6600400944303084,12.091909770767655,28.137608907652183,1,Medium
Almaty,107.6916491782661,11.977735852922283,87.66796403679741,4.672460054428095,21.299875973421408,35.21442629577545,3,Critical
Taraz,63.18941599911525,-3.2195751530555174,52.07534099784374,0.7186638951656674,48.38714124168578,5.544621843063586,2,High
Semey,96.08997257833452,5.407263621509593,81.04866908810466,7.304367082673044,32.88826916363,46.25747049786316,3,Critical
Astana,117.47177227391535,8.603740218286767,85.85286645670874,1.6721278216233215,28.21976901694948,47.81059518951203,2,High
Taraz,100.77466313478847,24.11832549844418,91.11099392029038,2.1506650765353994,46.64783127641137,59.11443642795778,3,Critical
Almaty,104.03925120138283,23.454070373447422,63.56046152393824,4.387071323357348,29.325589051872434,2.3335913832594635,2,High
Kostanay,48.95813944378136,17.537322740179896,36.356870884376946,5.825860747529595,26.30412592087015,43.29905715470641,2,High
Kyzylorda,66.20671143112077,-5.233117934867817,40.42472612031453,1.2179679105829797,37.96554275751026,4.232594661653151,2,High
Oskemen,30.466627685196514,-3.1793782785546885,43.65557392332833,2.882710231603716,35.63328094932722,56.09153759733228,2,High
Oskemen,23.533571963214335,-5.780938570949951,67.50419846476925,7.765059541807679,9.658000420421637,4.458238856078758,1,Medium
Astana,60.66094549272405,15.972775247939754,22.624769930288675,2.467572250857093,23.56541372870606,72.93822786733061,2,High
Semey,71.40587756405047,29.471229868013175,70.88339750239746,2.8478760879736016,23.62577214097926,56.166605350759724,2,High
Taldykorgan,40.71254950754292,9.52102305146473,49.14833907425856,6.773738679635251,18.911225762167238,40.591181206812564,3,Critical
Petropavl,68.33322213162003,-2.761832171901421,43.61934419917137,0.8766082376784143,25.864674107612657,35.320313862494,1,Medium
Atyrau,106.49525790162035,15.111904631703517,90.35972565825011,3.9845987660672813,20.65536988635721,10.45381043306099,2,High
Shymkent,66.80659017400393,26.528849758956945,56.800191646463915,3.347125733387527,9.967274473559156,23.279951165173046,1,Medium
Semey,86.4975715572608,23.37704276808185,27.604243642615423,2.874400699314884,20.618324363734054,69.5167284016717,2,High
Kyzylorda,96.63779608294861,29.665285085375963,86.13974144209976,2.642746955335734,3.61384737865883,72.35622492499951,2,High
Atyrau,118.64745383465313,2.5055943761990527,23.811300594920528,1.185305786453069,28.789293138720577,0.05981666964248511,1,Medium
Oskemen,72.38368826123755,-1.272075972950132,78.13993793345574,2.8611937201373663,42.6827274470556,47.530911318204105,3,Critical
Karaganda,96.82201787551033,29.591741867387242,81.91249774165321,0.8228930203675142,36.264354217727764,57.54404872200909,2,High
Kyzylorda,115.51791822658497,19.590214075011037,48.208208474308655,6.357228977333264,18.01970200270556,49.4997585966085,3,Critical
Almaty,113.32916706927281,3.9918018503399377,85.98302850222294,3.4867084546850875,4.353560278865409,6.534381189308318,2,High
Astana,16.929821853325628,23.405662275762914,61.25275246851628,3.829278742399337,10.107469961263538,17.417991903912178,0,Low
Almaty,48.767076992822645,26.680327301616558,57.06349226182375,7.201959398375987,27.274517024741783,20.02722139051088,2,High
Petropavl,38.87880733281595,17.674020815350957,23.632262517495406,5.435412378959156,10.352854169151643,66.53797050440717,2,High
Kyzylorda,10.431001794041919,20.95478494459618,43.20233549191247,0.5604432750658984,27.198655564248376,37.05595490471364,0,Low
Aktobe,75.98889298931526,6.886695699919983,94.48079767082399,7.573811172209637,11.579951238194946,38.94625695529895,3,Critical
Aktobe,88.30855358352028,14.24130503043676,51.34591706268,2.278583494832834,42.44619347380364,74.79144372436069,2,High
Kostanay,101.77537145602602,13.587162682677302,63.736041644541466,1.3071063856989413,19.863573642022985,50.96687110837724,2,High
Semey,14.73322675952502,28.162150600884736,62.56173431874014,6.2609613378566165,12.277531297224552,71.8934161242131,1,Medium
Oskemen,105.17328910503525,27.798379112698214,67.23448718581547,4.2535798690003865,40.61630901235308,36.52070842732264,3,Critical
Oskemen,77.15106763371038,27.470621120616947,24.90647645146261,3.753279245135132,17.141948240272537,11.954900681463538,2,High
Shymkent,84.47353621662114,-9.50357735818904,48.97410038389826,2.371273097620563,5.5743843919390965,74.39484752592685,1,Medium
Shymkent,109.27488042483647,23.72954680109997,77.85026191060433,4.606036173967389,28.52047457018208,36.69640925340306,2,High
Shymkent,74.97135252519013,24.140437554995216,36.04482008583864,2.557884539019406,29.078210221899436,14.530513750305749,2,High
Karaganda,40.30390285798021,20.527047028481384,36.28627020370884,7.261872539653007,35.73478376178671,24.19165922431378,3,Critical
Taraz,99.01287977071918,24.031909605115366,20.80724853512198,2.114033597998946,12.010971660419278,4.06420717511538,1,Medium
Pavlodar,43.56710546341086,27.888666717351896,54.99855412865678,7.132663628418151,22.188566954612256,37.464047316510815,2,High
Taraz,4.107373298463495,11.164357434580353,90.61875045387376,4.695540692955177,14.118395952132811,68.25025375281894,1,Medium
Almaty,99.67854078782997,12.592259606980122,24.15207548698472,6.713661004214307,4.047686805784406,74.68643648053515,3,Critical
Taraz,41.42305738575307,-4.387867438987429,35.28949675968021,5.846344968957163,43.83069135079458,74.6081766002915,3,Critical
Karaganda,92.86014278416083,7.341914737131283,44.806763067420405,5.7252133357756145,36.443490224417054,10.01840205029974,3,Critical
Kostanay,43.530947359913455,18.951433096030293,78.53797892513703,2.932593557712918,15.073152972940035,30.56431060088456,1,Medium
Almaty,103.32816239696659,25.117989926627352,71.25084742420692,2.254226986041526,29.968649643599317,2.2583007720565096,1,Medium
Taraz,26.341263009715043,-0.225590603895526,53.275512366548405,2.081646707605911,10.063189406723621,68.41322759771782,0,Low
Karaganda,116.94567182386439,-3.7979695378344065,80.72551514067005,6.928937427946915,44.511831089788544,28.700460961701904,3,Critical
Pavlodar,93.5710529745637,19.83689020252215,68.77048093255215,6.653201151942651,5.745317168095515,50.489362231378784,3,Critical
Taraz,13.708551110447619,-9.915405241379021,91.68326397257752,3.804301460092305,0.19185727539004493,57.191875046183085,1,Medium
Karaganda,67.89319439598725,-1.9732337061701575,85.44213993109544,1.4930346012234095,25.100409886959106,34.38757357945243,2,High
Petropavl,118.24407746900816,-8.691787884522082,40.22508848713605,3.3668918898309377,29.156391172643463,24.515386924019438,2,High
Shymkent,56.52785432325773,-2.490169696530808,41.71508621073602,5.145075906026835,28.94826601479022,76.97703280927557,2,High
Petropavl,21.85285665858999,-1.8406324033522647,30.028518063390848,3.9080236585996464,2.7255963718913145,77.15905800190833,1,Medium
Oskemen,58.17340405804154,7.445311763767741,46.95717805739652,6.351419513622462,15.702190345921624,23.154909442401753,2,High
Shymkent,61.49491870583059,8.104720610895018,99.96351349752754,7.982171166885391,24.95994734206659,38.37000773955665,3,Critical
Oskemen,89.00243330743987,29.3418111774607,52.46009348920488,1.9334906633667264,10.828959281362044,77.8275326928018,1,Medium
Aktau,83.86150237930853,12.954937062447133,37.63907477512851,3.9473811474467935,43.63129427429482,0.3894726124402581,2,High
Astana,48.30600523163766,22.55321445255288,80.99863075804424,3.7323792644061653,4.355464473071702,33.01425987033194,1,Medium
Petropavl,26.162772899290378,-5.313818893587065,63.39768027701248,2.7836939956171314,24.369222083602143,8.036603974477474,1,Medium
Astana,77.40650013231954,0.14474399586622333,31.968115962156205,1.9857163754021718,34.570802875657606,40.732637245008206,2,High
Astana,50.60447214639382,21.632454844040456,50.45517449286926,0.9926908736724442,13.087555006724122,1.973596363238972,0,Low
Pavlodar,15.873145335039647,-7.623821778916236,53.157577243147465,7.153394879177738,31.212036849875908,32.55187451125023,2,High
Shymkent,108.06867614836628,11.89689480096889,80.30637604553749,3.648865232647382,41.469257507118726,17.65592598282681,2,High
Aktau,82.94662291315852,16.971603454832024,21.653709511352357,4.226716388750367,9.516848754752377,42.66466899669926,2,High
Oskemen,81.98206277345777,17.096553982361648,41.52157174386484,7.377065361506869,45.86102959124314,79.67949192805597,3,Critical
Karaganda,98.71006510940087,-8.968023492938109,61.40770410524176,6.3221785813696085,27.6779266331179,64.04288841013981,3,Critical
Almaty,63.559401438609726,4.494860190313348,41.507739396227464,1.4787594808788815,14.961600215053029,67.65136732995371,1,Medium
Karaganda,97.80653140829486,18.642079297211932,70.27472379351991,4.740649757058068,21.542913769113536,50.82119898872647,3,Critical
Almaty,59.770890421320686,-3.2950118732840448,58.54939834196933,3.8168920738966934,15.609594189319399,3.3247878617806848,1,Medium
Petropavl,8.06104798988521,21.293704174762397,48.93682038876645,6.479083044340721,36.25555799666581,16.54381408353153,2,High
Aktobe,48.62977056332265,23.566634396615356,95.93669014964098,5.931744107089619,39.81503317075661,74.00516451576439,3,Critical
Karaganda,59.69578727758687,34.18861357007654,70.57275993491659,5.67804291433304,41.64686961593305,29.289049434300097,2,High
Taraz,86.42430979587549,-0.5571102314615768,30.395309781435298,3.0540862660992265,49.28841247928706,8.290938118463647,2,High
Taraz,12.789447615440924,27.130880044975186,64.80733579547163,6.537227977994409,39.56421462483418,56.192429269296156,2,High
Semey,16.80222463925388,13.41334596133943,82.45854825607208,0.8929347169614592,30.06920353442817,23.95661791474037,1,Medium
Shymkent,31.642056316153973,6.805816826487803,76.67917579942379,1.6971867607412543,16.96101491958919,21.508553032333737,1,Medium
Almaty,31.979807204505867,-4.493045920366993,33.76713834362075,3.017174547334338,27.22977243553747,79.83819644466082,2,High
Almaty,87.86214941508749,23.097752291939194,97.79359992320826,1.0760558080196096,2.053408639520271,68.65111400213235,2,High
Kyzylorda,30.08767926739173,0.6135919614659198,55.90509165972848,2.262457081510187,37.241253776495654,32.63502546942728,1,Medium
Kostanay,75.9717676028937,6.713990084287058,32.7220002992209,6.726132372484386,22.297777254605087,78.42089662531993,3,Critical
Shymkent,59.31286201659257,-7.18559978961842,34.41566033025183,7.6118865334255945,1.001161486609381,52.00905787353709,2,High
Pavlodar,68.79532538152807,26.061511211878354,27.858799375126438,2.7845176683064286,3.1253470755205406,59.36179615038082,2,High
Semey,100.5728355813955,24.496483578723954,84.28144867479475,2.4838685299162866,19.37332319108783,2.521043446576927,1,Medium
Pavlodar,48.525780185882915,23.012712351904064,29.762439545747892,2.5991948918482017,29.171075950921754,9.728420747844568,1,Medium
Petropavl,92.50936524771245,3.4749579721349004,30.010020571339755,2.5828931551313286,23.210197447606333,50.64681011969907,2,High
Petropavl,50.64432714608248,-2.193396658031924,88.03772918086702,0.7694763663947974,30.960215864607743,71.92191861195872,2,High
Pavlodar,42.46456518734993,18.68989690116034,47.56832675580477,7.451872597483311,24.01471293956779,49.89949808700765,3,Critical
Pavlodar,115.03526127758647,12.327487285094875,22.468632344645798,2.1027360617774633,33.08519227406734,10.721991545519343,2,High
Aktau,22.124510481475586,-1.9786389892911291,24.151623961472872,3.6500305556105372,10.956303233540044,9.26080369970597,0,Low
Shymkent,10.840435269312945,20.866007197243867,31.373635736311645,0.572651620557258,5.64215935918107,67.53487166592653,0,Low
Pavlodar,92.51831106425742,34.60068943195866,37.07146783805516,6.934663181862929,29.821697731283,11.144187096633145,3,Critical
Taraz,8.18996464249099,23.624881448391697,73.21169553907242,5.983680083411879,24.23447584681537,41.618556840322036,1,Medium
Kostanay,100.44947888436353,23.29938740085253,32.58610240014626,7.600670263802774,1.3433827022467648,2.9690655969841817,2,High
Kostanay,52.46320756286922,32.76407388187663,29.50995129416576,6.362116093972993,19.024094274651794,6.45358139129419,2,High
Astana,109.86164127502968,-0.867863459129401,81.17753131810233,2.852798840390489,5.306279274549775,53.78786141142918,2,High
Aktobe,86.58394333462867,15.449748421464818,73.68442270879315,2.3590501904631775,26.56784158763476,55.13451283420133,2,High
Petropavl,73.24856004095491,34.08410217652475,54.82593771641889,5.732872306649697,19.788883983021538,27.317552528675392,2,High
Almaty,113.91681564693188,-2.5617650063421458,63.944781718408315,3.2308458125787456,30.657595555150895,17.24878121944358,2,High
Kyzylorda,47.597924766246514,21.511338175003445,44.95872162611348,4.746612618144624,40.28011093851192,65.09682166058464,3,Critical
Taldykorgan,114.49043238475596,16.361456568735587,58.60003361882885,0.5469310326985267,14.98343419207454,17.36825835759123,1,Medium
Almaty,16.200153290544833,16.391559148491815,60.53381191861966,0.9641427626035644,48.10510520825137,43.36216557331038,1,Medium
Aktobe,58.050593031889534,21.395178238403382,50.97898169424767,4.515259558862384,26.781725029378723,77.45670726903244,2,High
Kyzylorda,32.38934668706339,31.832761529405786,92.52577685377302,4.745537348361238,30.9145399377394,11.828195028990702,3,Critical
Aktau,64.78113346898321,25.216187293310206,21.28494919848049,6.1358970834450774,34.03361866128685,75.2701013995767,3,Critical
Shymkent,19.441665346990153,-7.47387534627055,82.57370104729969,1.4897398971797131,33.33657649287949,14.631444245493492,1,Medium
Karaganda,100.98355923720521,28.37276089440701,29.950626499305947,4.348873128175841,25.548537152253104,45.39545664185837,3,Critical
Shymkent,101.56894191774687,0.1493598466579673,83.80378884297596,1.9583573332376645,21.438214555734174,30.16061695669957,1,Medium
Almaty,114.62835752681748,6.96113741313674,69.27295325413769,1.1989708967202102,2.689098208868895,77.19428812014607,1,Medium
Almaty,18.560656905988345,10.777976612557197,87.46224727491219,3.5787184554541596,1.104292265058987,21.88336232015495,1,Medium
Kyzylorda,74.79990610859889,11.640770033888135,27.801146051271797,1.7250248606679293,17.898059726638234,31.97264016686029,1,Medium
Kyzylorda,56.90847704404435,9.583117966491056,64.71845072798192,2.1633648364423896,16.683044531684633,78.62880942843364,1,Medium
Petropavl,41.32604784530799,32.1808982397139,60.087030420975765,2.881659349021263,19.384757741950338,42.917631295077854,2,High
Aktau,42.18481933610626,21.770855344881106,76.49545463706869,2.445413005573972,6.918410044409501,40.21040924970028,1,Medium
Petropavl,49.535226072810275,18.402679068051786,62.74324415149407,1.156934730544598,36.90841352684218,20.622279056319304,1,Medium
Aktobe,84.59106596267436,-7.75710874976763,63.258765370648334,1.174371836447767,42.848220738811946,56.109084824835314,2,High
Pavlodar,71.79432699217855,30.676099861716864,54.367675486085176,1.9493706142562612,46.93573176870175,1.1498361422222114,2,High
Shymkent,55.161781531335734,30.92255864037783,44.70675392058727,0.8791939096965422,24.61811517598129,3.9610103761834825,1,Medium
Kyzylorda,9.11200924435465,25.109587854354608,58.58114890017538,5.1984276475769535,35.04328495627143,47.948686970864216,2,High
Oskemen,9.331841289474848,-9.683685828387137,29.479388701472047,2.6549503738167646,42.77755617179363,27.33396590547633,1,Medium
Aktobe,0.2807268750933911,-7.422388701506949,96.92106711864679,2.5980947582680325,20.914555554674298,76.26530977607685,1,Medium
Taraz,116.12392658485038,0.13506660208203947,77.15286109012786,2.9899872067832387,15.470639743522218,72.25525525782285,2,High
Aktau,0.6304582270061898,-4.089276633479199,96.19736933502774,5.470972056572912,46.83622779267451,57.09650069413658,2,High
Almaty,12.371249521649386,7.947621336667826,38.13819058639706,7.029754111126179,25.783827553853655,65.4516464902241,2,High
Petropavl,37.75158681712931,31.518037613950533,90.34728161412224,6.193151994167288,24.8626943295439,53.38654797341547,3,Critical
Aktobe,96.89163021801134,11.242719538864922,84.70319876508307,5.956469226688212,8.920804828174788,10.046568216812855,2,High
Taldykorgan,115.45185429169412,-9.396881810552548,74.17219299661389,4.13293389200637,5.407750728667837,61.24346957513622,2,High
Shymkent,94.80162705502273,2.723556031044291,70.00233488681646,5.703541677255588,42.10534312417558,16.815357497507712,3,Critical
Kyzylorda,82.86722789347687,-7.9932291232167305,45.3239732214296,4.645717760251873,30.706658809375902,25.875428408015743,3,Critical
Almaty,62.556080089628324,-8.367056982392402,85.31286279720246,2.121878961398967,16.291229200972435,65.53873696819362,2,High
Karaganda,10.404625423462033,2.407393389299852,60.121236918378706,2.0644127580578804,9.586810869513323,42.92204867147586,0,Low
Taldykorgan,114.98049516047165,2.4025552405525428,25.67132607130283,2.722940051564626,27.774864008481572,68.79525713467274,2,High
